trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.01, 'e': 0.052057920629535355}",20,10,17.191794452195133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.01, 'e': 0.05198752449100364}",20,0,26.64076934804025,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.01, 'e': 0.0519174131651165}",20,15,10.061429999752445,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.05184758473652126}",20,0,26.891252918627202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.01, 'e': 0.05177803730784977}",25,17,15.388198238878054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.01, 'e': 0.051708768999501914}",20,8,14.62453269622633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.01, 'e': 0.051639777949432225}",20,10,21.69155036106131,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.05157106231293967}",20,11,15.804062372394357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.051502620262460476}",20,14,10.93104650762324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.05143444998736397}",30,7,35.13086001749003,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.051366549693751415}",20,12,15.423214208472952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.051298917604257706}",30,21,14.67848931074973,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.051231551957855996}",30,10,35.1347238972032,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.05116445100966508}",30,6,35.82217364371307,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.0510976130307596}",20,8,20.565380810694833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.01, 'e': 0.051031036307982884}",25,0,38.02842224349518,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.01, 'e': 0.050964719143762556}",20,12,13.79847984163959,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.050898659855928764}",25,18,14.144631639770221,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.05083285677753489}",30,14,27.5969301468247,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.05076730825668096}",30,18,22.05529038905062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.05070201265633938}",25,9,-25.867871811082427,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
390,False,"{'a': 0.01, 'e': 0.05063696835418333}",30,22,12.826375566593834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.05057217374241736}",20,0,24.080104561829984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.01, 'e': 0.050507627227610534}",20,5,16.00741054110319,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.050443327230531826}",25,16,17.344142324022688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.01, 'e': 0.05037927218598784}",25,0,33.50653080465906,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
395,False,"{'a': 0.01, 'e': 0.05031546054266276}",30,0,38.60624883830091,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.050251890762960605}",20,16,6.163566962433498,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.05018856132284956}",20,0,14.182043483078306,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
398,False,"{'a': 0.01, 'e': 0.05012547071170855}",25,20,8.85289976474164,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.01, 'e': 0.05006261743217589}",30,20,17.184614207126657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.05}",25,0,-35.43261464555855,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
401,False,"{'a': 0.01, 'e': 0.04993761694389223}",20,15,5.236918272353894,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,9,25.336768868252317,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,11,31.745427836667677,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,7,33.89869535674114,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,14.533175194033937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",35,18,28.768693663153165,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,4,36.69723292786844,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,12,33.33036253640885,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,17,15.200254037768293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,18,6.98291711159596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,12,26.637333175957608,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
